ID;DISCIPLINA;ARGOMENTO;SUBARGOMENTO;COMANDO;ESERCIZIO;LIVELLO;SOLUZIONE;TIPO
579;Matematica;limiti;a_problemi;Risolvere il seguente esercizio sui limiti:;Determina $k$ in modo che $$\operatorname*{lim}_{x\to2}{\frac{x^{2}-5x+k}{x^{2}-4}}$$ esista finito. In corrispondenza di questi valori di $k$, calcola il limite.;1;[k=6, il limite vale -1/4];A
580;Matematica;limiti;a_problemi;Risolvere il seguente esercizio sui limiti:;Determina $a$ e $b$ in modo che $$\operatorname*{lim}_{x\rightarrow+\infty}{\left({\frac{x^{2}+x+1}{2x-1}}-a x-b\right)}=-1$$;2;"[a=1/2; b=7/4]";A
581;Matematica;limiti;a_problemi;Risolvere il seguente esercizio sui limiti:;Determina $a$ e $b$ in modo che $$\operatorname*{lim}_{x\to-\infty}\left({\frac{x^{2}-3x+1}{x+1}}-a x-b\right)=-10$$;2;"[a=1; b=6]";A
582;Matematica;integrali;a_problemi_indef;Risolvere il seguente problema con l’utilizzo degli integrali:;All’istante $t=0$ $s$, un corpo che si muove su una retta sta viaggiando alla velocità di $18m/s$ e inizia a decelerare finché non si arresta, con una decelerazione (in $m/s^2$) che varia secondo la legge $a(t)=-\frac{1}{\sqrt{t+1}}$. Determina la legge oraria $s(t)$ del moto, sapendo che $s(8)=200$ e lo spazio che percorre il corpo dall’istante in cui inizia a frenare a quello in cui si arresta.;2;"$s(t)=-4/3(t+1)\sqrt{t+1}+20t+76$; $648m$";A
583;Matematica;integrali;a_int_composte;Calcolare l’integrale indefinito della funzione composta:;$\displaystyle \int\!2x(x^{2}-1)^{3}d x$;1;$\left[ \frac{(x^{2}-1)^{4}}{4}+c\right]$;A
584;Matematica;integrali;a_int_composte;Calcolare l’integrale indefinito della funzione composta:;$\displaystyle \int(3x-2)^{4}d x$;1;$\left[ \frac{(3x-2)^{5}}{15}+c\right]$;A
585;Matematica;integrali;a_int_composte;Calcolare l’integrale indefinito della funzione composta:;$\displaystyle \int\!x\,(4-3x^{2})^{5}d x$;1;$\left[-\frac{(4-3x^{2})^{6}}{36}+c \right]$;A
586;Matematica;integrali;a_int_composte;Calcolare l’integrale indefinito della funzione composta:;$\displaystyle \int(x^{2}+2x-1)^{5}(x+1)\,d x$;2;$\left[ \frac{(x^{2}+2x-1)^{6}}{12}+c \right]$;A
587;Matematica;integrali;a_int_composte;Calcolare l’integrale indefinito della funzione composta:;$\displaystyle \int\!x\sqrt{x^{2}+1}\,d x$;2;$\left[ \frac{\sqrt{(x^{2}+1)^{3}}}{3}+c \right]$;A
588;Matematica;integrali;a_int_composte;Calcolare l’integrale indefinito della funzione composta:;$\displaystyle \int\!\sqrt{4x+1}\,d x$;2;$\left[ \frac{\sqrt{(4x+1)^{3}}}{6}+c \right]$;A
589;Matematica;integrali;a_int_parti;Calcolare l’integrale indefinito con la formula di integrazione per parti:;$\displaystyle \int\!x\ln x\,d x$;1;$\left[{\frac{x^{2}}{2}}\Bigl(\ln x-{\frac{1}{2}}\Bigr)+c\right]$;A
590;Matematica;integrali;a_int_parti;Calcolare l’integrale indefinito con la formula di integrazione per parti:;$\displaystyle \int\!x\cos x\,d x$;1;$[x \sin{x}+\cos{x}+c]$;A
591;Matematica;integrali;a_int_parti;Calcolare l’integrale indefinito con la formula di integrazione per parti:;$\displaystyle \int \dfrac{\ln x}{x^{2}}\,d x$;1;$\left[-\frac{1}{x}(\ln x+1)+c\right]$;A
592;Matematica;integrali;a_int_parti;Calcolare l’integrale indefinito con la formula di integrazione per parti:;$\displaystyle \int \dfrac{\sin x}{e^{x}}\,d x$;2;$\left[ \frac{-\left(\sin x+\cos x \right)}{2e^{x}}+c \right]$;A
593;Matematica;integrali;a_int_razionali;Calcolare l’integrale indefinito della funzione razionale:;$\displaystyle \int\!{\dfrac{2x-5}{x+4}}\,d x$;1;$[2x-13\ln |x+4|+c]$;A
594;Matematica;integrali;a_int_razionali;Calcolare l’integrale indefinito della funzione razionale:;$\displaystyle \int\!{\dfrac{4x+1}{2x-1}}d x$;1;$\left[2x+{\frac{3}{2}}\ln\vert2x-1\vert+c\right]$;A
595;Matematica;integrali;a_int_razionali;Calcolare l’integrale indefinito della funzione razionale:;$\displaystyle \int\!\!{\dfrac{x}{x-10}}\,d x$;1;$[x+10\ln|x-10|+c]$;A
596;Matematica;integrali;a_int_razionali;Calcolare l’integrale indefinito della funzione razionale:;$\displaystyle \int\!{\dfrac{-5}{3x^{2}-x-2}}\,d x$;2;$\left[\ln\left|{\frac{3x+2}{x-1}}\right|+c\right]$;A
597;Matematica;integrali;a_int_razionali;Calcolare l’integrale indefinito della funzione razionale:;$\displaystyle \int\!\dfrac{x^{4}+x^{3}+6}{x^{2}+x}\,d x$;2;$\left[\frac{x^{3}}3+6\ln\left|  \frac{x}{x+1}\right|+\,c\,\right]$;A
598;Matematica;integrali;a_int_razionali;Calcolare l’integrale indefinito della funzione razionale:;$\displaystyle \int\!{\dfrac{9-9x}{9x^{2}-1}}d x$;2;$\left[\ln{\frac{\left|3x-1\right|}{(3x+1)^{2}}}+c\right]$;A
599;Matematica;integrali;a_problemi_def;Risolvere il seguente problema con l’utilizzo degli integrali definiti:;In un moto rettilineo la velocità di un punto materiale in $m/s$ è data dalla legge $v(t)=3t^2-2$. Determinare la distanza percorsa nell’intervallo compreso fra gli istanti $t_0=1$ $s$ e $t_1=5$ $s$  (suggerimento: la velocità media è: $v_M=\frac{\Delta s}{\Delta t}$).;1;$[116m]$;A
600;Matematica;integrali;a_problemi_indef_2;Risolvere il seguente problema con l’utilizzo degli integrali:;Un punto materiale si muove su una retta con accelerazione uguale a 2 $m/s^2$. Determinare la velocità al tempo $t=15$ $s$, sapendo che la velocità iniziale è di 10 $m/s$.;1;$[40m/s]$;A
601;Matematica;integrali;a_problemi_indef_2;Risolvere il seguente problema con l’utilizzo degli integrali:;"Una tazza di tè, inizialmente alla temperatura di 90 °C, in un ambiente con una temperatura di 20 °C si raffredda a una velocità che si può esprimere come $T^{\prime}(t)=-14e^{-{\frac{t}{5}}}$, dove t è misurato in minuti e la velocità di raffreddamento è misurata in gradi centigradi al minuto. Ricavare: $a)$ La temperatura del tè in funzione dei minuti che passano; $b)$ Quanti minuti è necessario aspettare se si vuol bere il tè a 40 °C; $c)$ Quale temperatura prevede il modello per tempi di raffreddamento molto lunghi.";2;"$[T(t)=70 e^{-{\frac{t}{5}}}+20; \simeq 6 min; 20]$";A
602;Matematica;integrali;a_problemi_indef_2;Risolvere il seguente problema con l’utilizzo degli integrali:;"Rotolando lungo il pendio innevato, una piccola palla di neve aumenta via via il proprio raggio fino a diventare una pericolosa valanga. Indichiamo con $r$ il raggio (variabile) della palla nel corso della discesa e con $x$ la misura (in metri) del tratto percorso in discesa, a partire dalla sommità del pendio. Evidentemente $r$ varia al variare di $x$ e quindi, indicando con $r_0=r(0)$ il raggio della palla alla sommità del pendio, possiamo scrivere $$r(x)=r_{0}\cdot f(x)\quad\rightarrow\quad{\frac{r(x)}{r_{0}}}=f(x)$$ con $f(0)=1$. Sappiamo che il valore della funzione $f(x)$ varia in base alla relazione: $$f^{\prime}(x)={\frac{1}{2}}\cdot{\frac{x}{1+{\sqrt{x}}}}$$ Ricavare: a) La funzione $f(x)$; b) Il raggio della palla dopo una discesa lunga 100 m se il raggio iniziale è $r_0=2$ cm.";2;"$[a) f(x)={\frac{1}{3}}x{\sqrt{x}}-{\frac{x}{2}}+{\sqrt{x}}-\ln(1+{\sqrt{x}})+1;b)r\simeq5.84m]$";A
603;Matematica;derivate;a_prodotto;Utilizzando le regole di derivazione, calcolare la derivata della seguente funzione:;$y=x\cdot e^{x}\cdot\ln x$;2;$\left[y^{\prime}=e^{x}\cdot\left(\ln x+x\cdot\ln x+1\right)\right]$;A
604;Matematica;derivate;a_prodotto;Utilizzando le regole di derivazione, calcolare la derivata della seguente funzione:;$y=x\cdot\sin x\cdot(3x+2)$;2;$\left[y^{\prime}=6x\sin x+2\sin x+3x^{2}\cos x+2x\cos x\right]$;A
605;Matematica;derivate;a_prodotto;Utilizzando le regole di derivazione, calcolare la derivata della seguente funzione:;$y=2x\cdot\ln x\cdot\sin x$;2;$[y^{\prime}=2\cdot(\ln x\cdot\sin x+\sin x+x\cdot\ln x\cdot\cos x)]$;A
606;Matematica;derivate;a_quoziente;Utilizzando le regole di derivazione, calcolare la derivata della seguente funzione:;$y=\dfrac{x^{3}}{x^{2}-1}$;1;$\left[y^{\prime}=\frac{x^{2}(x^{2}-3)}{(x^{2}-1)^{2}}\right]$;A
607;Matematica;derivate;a_quoziente;Utilizzando le regole di derivazione, calcolare la derivata della seguente funzione:;$y=\dfrac{(2x+1)^{2}}{(x-2)^{3}}$;2;$\left[y^{\prime}=-\frac{(x+1)(x+7)}{(x-2)^{4}}\right]$;A
608;Matematica;derivate;a_quoziente;Utilizzando le regole di derivazione, calcolare la derivata della seguente funzione:;$y=\dfrac{(x-1)e^{x}}{x}$;2;$\left[y^{\prime}=\frac{e^{x}(x^{2}-x+1)}{x^{2}}\right]$;A
609;Matematica;derivate;a_problemi_fisica;Risolvere il seguente problema con l’utilizzo delle derivate:;La carica, in coulomb, che attraversa la sezione di un conduttore è espressa in funzione del tempo (in secondi) dalla funzione $q(t)=\frac{1}{3}t^3-5t^2+24t+1$. Determinare in quali istanti l’intensità di corrente è nulla.;1;$[t= 4 s, t= 6 s]$;A
610;Matematica;derivate;a_problemi_fisica;Risolvere il seguente problema con l’utilizzo delle derivate:;La legge del moto di un corpo che si muove su una traiettoria rettilinea è: $s(t)=\frac{1}{3}t^3-72t^2+17t+1$, dove $t$ è misurato in secondi ed $s$ in metri. Determinare in quali istanti la velocità è di $5$ $m/s$.;1;$[t= 3 s, t= 4 s]$;A
611;Matematica;derivate;a_problemi_fisica;Risolvere il seguente problema con l’utilizzo delle derivate:;Un punto materiale si muove di moto rettilineo uniformemente accelerato con legge oraria $s(t)= 1 + 2t+ 2t^2$ per ogni $t \ge 0$, con il tempo misurato in secondi e lo spazio in metri. Calcolare la velocità media $v_M$ del punto materiale nell’intervallo [0, 3] secondi. Determinare quindi l’espressione della velocità istantanea del punto materiale e l’istante di tempo, interno all’intervallo considerato, per il quale la velocità media ha lo stesso valore della velocità istantanea. Calcolare infine il valore dell’accelerazione istantanea del punto materiale.;2;"$[v_M=8 m/s; v=2+4t; v_M=v , t=32s; a=4  m/s^2]$";A
612;Matematica;derivate;a_problemi_fisica;Risolvere il seguente problema con l’utilizzo delle derivate:;Se una palla viene lanciata da terra verso l’alto con una velocità di $60$ $m/s$, la sua altezza $s$ dopo $t$ secondi, trascurando l’attrito, è data approssimativamente da $s(t)= 60t-5t^2$. Qual è l’altezza massima raggiunta dalla palla? Qual è la velocità della palla quando si trova a un’altezza di $160$ $m$ e sta salendo? E nella stessa posizione quando sta ricadendo?;2;"$[ 180 m;  20 m/s, -20 m/s]$";A
613;Matematica;integrali;a_int_def_area;Calcolare l’area colorata nella figura:;\includegraphics[scale=0.4]{gr_int_def3};1;$\frac{104}{3}$;A
614;Matematica;integrali;a_int_def_area;Calcolare l’area colorata nella figura:;\includegraphics[scale=0.4]{gr_int_def4};1;$18$;A
615;Matematica;integrali;a_esercizio_valor_medio;Determinare il valor medio della seguente funzione nell’intervallo scritto a fianco. Calcolare il punto $c$ in cui la funzione assume tale valore.;"$y=x^2+1$ \;\;\;\;\;\; $[0;3]$";1;"$f(c)=4; c=\sqrt{3}$";A
616;Matematica;integrali;a_esercizio_valor_medio;Determinare il valor medio della seguente funzione nell’intervallo scritto a fianco. Calcolare il punto $c$ in cui la funzione assume tale valore.;"$y=4-x^2$ \;\;\;\;\;\; $[1;2]$";1;"$f(c)=5/3; c=\sqrt{7/3}$";A
617;Matematica;integrali;a_esercizio_valor_medio;Determinare il valor medio della seguente funzione nell’intervallo scritto a fianco. Calcolare il punto $c$ in cui la funzione assume tale valore.;"$y=\dfrac{1}{(x-2)^2}$ \;\;\;\;\;\; $[3;6]$";2;"$f(c)=1/4; c=4$";A
618;Matematica;integrali;a_esercizio_valor_medio;Determinare il valor medio della seguente funzione nell’intervallo scritto a fianco. Calcolare il punto $c$ in cui la funzione assume tale valore.;"$y=\dfrac{x+2}{x-1}$ \;\;\;\;\;\; $[2;e+1]$";2;"$f(c)=\frac{2+e}{e-1}; c=e$";A
619;Matematica;integrali;a_problemi_def;Risolvere il seguente problema con l’utilizzo degli integrali definiti:;Calcolare la quantità di carica elettrica $Q$ che attraversa la sezione di un circuito elettrico tra gli istanti di tempo $t_1=2$ $s$ e $t_2=3$ $s$ se la corrente che scorre nel circuito (misurata in ampere) varia nel tempo con la legge: $i(t)=6t^2+4t+1$ (suggerimento: la corrente media è: $i_M=\frac{\Delta Q}{\Delta t}$).;1;$49$;A
620;Matematica;integrali;a_problemi_def;Risolvere il seguente problema con l’utilizzo degli integrali definiti:;Nell’arco delle 24 ore, la temperatura della località balneare dove Valeria soggiorna durante le vacanze estive è espressa con buona approssimazione dalla funzione: $T(t)=25-5\sin\left(\dfrac{\pi}{6}+\dfrac{\pi}{12}t\right)$ dove $T$ denota la temperatura espressa in gradi centigradi e $t$ il tempo, misurato in ore, a partire dalla mezzanotte. Stando al modello: a) quando è raggiunta la temperatura minima? b) Quando la temperatura massima? c) Qual è la temperatura media tra le ore 12 e le ore 18?;2;"$4;16;29,3$";A
621;Matematica;integrali;a_problemi_def;Risolvere il seguente problema con l’utilizzo degli integrali definiti:;Un oggetto incandescente, alla temperatura di $200$ gradi, viene posto a raffreddare in un ambiente in cui la temperatura è costante. La velocità (in gradi/ora) con cui diminuisce la temperatura dell’oggetto è espressa dalla funzione $f(t)=-80e^{-\frac{1}{2}t}$ dove $t$ è il tempo, misurato in ore, trascorso da quando l’oggetto è stato posto a raffreddare. a) Di quanto diminuisce la temperatura dell’oggetto nelle prime due ore? b) Qual è stata la temperatura media dell’oggetto nelle prime due ore?;2;"$101;141$";A
622;Matematica;goniometria;a_problemi;Risolvere il seguente problema:;In una zona costiera il livello $h$ dell’acqua del mare varia in un ciclo di alta e bassa marea, approssimativamente secondo una funzione del tipo: $$h(t) =A+B \sin(\omega t)$$ dove $h$ è l’altezza dell’acqua (in metri) e $t$ è il tempo (in ore) misurato a partire dalla mezzanotte. Un ciclo di alta e bassa marea dura $12$ ore e il livello minimo raggiunto dall’acqua durante un ciclo è $1,5m$. Inoltre alle $6$ di sera l’altezza dell’acqua è $2,75m$. Determinare $A$, $B$ e $\omega$. Determinare inoltre l’altezza dell’acqua alle $7$ del mattino e tracciare il grafico della funzione, nell’intervallo $[0, 12]$ ore, in un piano cartesiano.;2;"$A=11/4; B=5/4; \omega=\pi/6; 2,125m$";A
623;Matematica;goniometria;a_problemi;Risolvere il seguente problema:;L’altezza $h$ dell’acqua di un bacino varia approssimativamente secondo una legge del tipo: $$h(t) =A+B \cos (\omega t)$$ dove $h$ è misurato in metri e $t$ è il tempo in ore trascorso a partire dalla mezzanotte. L’altezza dell’acqua nel bacino ha un ciclo di $24$ ore e il suo valore massimo è di $14 m$. È noto inoltre che alle ore $20$ l’altezza dell’acqua è di $11 m$. Determinare $A$, $B$ e $\omega$. Determinare inoltre l’altezza dell’acqua alle ore $12$ e tracciare il grafico della funzione, nell’intervallo $[0, 24]$  ore, in un piano cartesiano.;2;"$A=8; B=6; \omega=\pi/12; 2m$";A
624;Matematica;goniometria;a_problemi;Risolvere il seguente problema:;Se l’ampiezza $A$ della funzione $y=\left( \dfrac{1}{k} \right) \cos(k^2t)$ è $2$, allora il periodo $T$ deve essere?;1;$T=8\pi$;A
625;Matematica;goniometria;a_problemi;Risolvere il seguente problema:;Trovare il valore $k$ positivo tale che la funzione $y=\cos \left( \dfrac{k}{4} x \right)$ abbia un periodo $T$ uguale a $\dfrac{3}{2} \pi$.;1;$k=16/3$;A
626;Matematica;numeri_naturali;a_problemi;Risolvere il seguente problema eseguendo un ragionamento logico descritto da operazioni e schemi comprensibili:;Un’azienda produce ogni giorno $765$ penne a sfera, di cui $315$ nere, $285$ blu e $165$ rosse. Sapendo che le penne prodotte vengono confezionate in scatole con la medesima composizione, ossia con lo stesso numero di penne dello stesso colore, quante penne potrà contenere al massimo ogni scatola? Quante saranno, in questo caso, le penne nere, blu e rosse contenute in ciascuna scatola?;2;"$[51];[21,19,11]$";A
627;Matematica;numeri_naturali;a_problemi;Risolvere il seguente problema eseguendo un ragionamento logico descritto da operazioni e schemi comprensibili:;Per la giornata sportiva di una scuola si vuole creare il maggior numero possibile di squadre. Ogni squadra deve comprendere la stessa ripartizione di ragazzi e di ragazze. Sapendo che, tra gli studenti che parteciperanno alle gare, $420$ sono maschi e $588$ sono femmine, qual è il maggior numero di squadre che si riuscirà a creare? Quante femmine e quanti maschi comprenderà ogni squadra?;2;"$[84];[7,5]$";A
628;Matematica;numeri_naturali;a_mcd_mcm;Determinare il M.C.D. e il m.c.m. tra i seguenti gruppi di numeri eseguendo la scomposizione in fattori primi:;"$(56; 72; 112)$";1;$[8,108]$;A
629;Matematica;numeri_naturali;a_mcd_mcm;Determinare il M.C.D. e il m.c.m. tra i seguenti gruppi di numeri eseguendo la scomposizione in fattori primi:;"$(60; 96; 120)$";1;$[12,480]$;A
630;Matematica;numeri_naturali;a_mcd_mcm;Determinare il M.C.D. e il m.c.m. tra i seguenti gruppi di numeri eseguendo la scomposizione in fattori primi:;"$(171; 456; 608)$";2;$[19,5472]$;A
631;Matematica;numeri_naturali;a_mcd_mcm;Determinare il M.C.D. e il m.c.m. tra i seguenti gruppi di numeri eseguendo la scomposizione in fattori primi:;"$(462; 594 ; 891)$";2;$[33,12474]$;A
632;Matematica;numeri_interi;a_espressioni;Calcolare il valore della seguente espressione eseguendo i passaggi intermedi:;$2\cdot\left(-15\cdot2+34\cdot2-4\cdot3\cdot2+7\cdot5\right)+\left(-3\right)^{2}-\left(6^{2}-5^{2}\right)=...$;1;$[-6]$;A
633;Matematica;numeri_interi;a_espressioni;Calcolare il valore della seguente espressione eseguendo i passaggi intermedi:;$\left(-64:8+49:7+54:6\right)+12-3^{3}-\left(-2\right)^{4}+44:4=...$;1;$[-12]$;A
634;Matematica;numeri_interi;a_espressioni;Calcolare il valore della seguente espressione eseguendo i passaggi intermedi:;$17+45:(-2\cdot4^{0}+2^{5}-5\cdot5)+7\cdot(-3)^{0}-(-24:6+2^{3})=...$;1;$[29]$;A
635;Matematica;numeri_interi;a_espressioni;Calcolare il valore della seguente espressione eseguendo i passaggi intermedi:;$32:(-2):(-4)^{2}+100:(6^{2}+8^{2})-(15-18)^{2}+3^{0}=...$;1;$[-8]$;A
636;Matematica;numeri_interi;a_espressioni_potenze;Risolvere la seguente espressione utilizzando le proprietà delle potenze ove possibile:;$(-18)^{5}:(-9)^{5}-(2^{6}\cdot4^{6}):8^{5}+[(-9)^{10}\cdot(-9)^{6}]:[(-9)^{3}]^{5}=...$;2;$[15]$;A
637;Matematica;numeri_interi;a_espressioni_potenze;Risolvere la seguente espressione utilizzando le proprietà delle potenze ove possibile:;$\left[(-2)^{2}+(-3)\right]\cdot(-1)+\left[(+3)^{3}\cdot(-3)^{8}\right]:(-3)^{9}+\left[(-2)^{3}\right]^{2}:(-2)^{4}=...$;2;$[-6]$;A
638;Matematica;numeri_interi;a_espressioni_potenze;Risolvere la seguente espressione utilizzando le proprietà delle potenze ove possibile:;$\left[(-3)^{7}:(-3)^{3}\right]^{2}:(-81)^{2}+(-3)^{8}:(-3)^{6}=...$;2;$[10]$;A
639;Matematica;numeri_interi;a_espressioni_potenze;Risolvere la seguente espressione utilizzando le proprietà delle potenze ove possibile:;$[(-25)^{2}\cdot(-125)]^{4}\colon[(-5)^{9}]^{3}-(-5)^{2}-(-5)^{3}=...$;2;$[95]$;A
640;Matematica;numeri_interi;a_espressioni;Calcolare il valore della seguente espressione eseguendo i passaggi intermedi:;$\{[2-7\cdot(4-6)]:(-2)-(-2^{3}+2^{2})\}:(-2)+[-(-2+7)\cdot(-4)]=...$;2;$[22]$;A
641;Matematica;numeri_interi;a_espressioni;Calcolare il valore della seguente espressione eseguendo i passaggi intermedi:;$\left[(6-22):(-2)^{3}+(11-13)\cdot(-7+4)\right]\cdot(8-11)+(-2\cdot3+4\cdot9)=...$;2;$[6]$;A
642;Matematica;numeri_interi;a_espressioni;Calcolare il valore della seguente espressione eseguendo i passaggi intermedi:;$(-4+2)^{3}\cdot4-\{[(5-7)\cdot(4-1)+3]:3-(-5)+2(-4)\}=...$;2;$[-28]$;A
643;Matematica;numeri_interi;a_espressioni;Calcolare il valore della seguente espressione eseguendo i passaggi intermedi:;$\left\{16:\left[-3(6-2^{3})+2(-5)\right]\right\}^{3}:\left(-2\right)^{4}-\left(-3\right)^{2}\cdot\left[5-(2-6+1)\right]=...$;2;$[-76]$;A
644;Matematica;numeri_interi;a_espressioni_potenze;Risolvere la seguente espressione utilizzando le proprietà delle potenze ove possibile:;$\{[(-3)^{5}\cdot(-3)\cdot(-3)^{3}]:[(-3)^{4}:(-3)^{0}]\}:(-3)^{3}=...$;1;$[9]$;A
